Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Causes of Human Disease: Nutrition and Environment,Explore how nutrition and environmental factors such as toxins influence your chance of developing human disease.,https://www.futurelearn.com/courses/human-disease-lifestyle-environment,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Causes of Human Disease: Understanding Cardiovascular Disease,"Explore normal cardiovascular function and risk factors associated with heart attack, stroke and other cardiovascular diseases.",https://www.futurelearn.com/courses/human-disease-understanding-cardiovascular-disease,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Causes of Human Disease: Understanding Causes of Disease,Learn the epidemiological methods used to understand the causes of diseases and how social factors influence their development.,https://www.futurelearn.com/courses/human-disease-understanding-causes-of-disease,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Exploring Anatomy: the Human Abdomen,Explore the anatomy of the human abdomen and understand its clinical importance.,https://www.futurelearn.com/courses/anatomy,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"Food Technology, Health and Safety","Address important food safety concerns including food fraud and allergies, additives, microorganisms, and heavy metals.",https://www.futurelearn.com/courses/food-technology-health-and-safety,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Glaucoma: A Public Health Approach to Preventing Blindness,"Develop a public health understanding of glaucoma, its lifelong management, and raising awareness for better quality eye care.",https://www.futurelearn.com/courses/glaucoma-a-public-health-approach-to-preventing-blindness,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Human Blood and Blood Functions,"Develop your knowledge of blood, its components, and its different functions to gain a better understanding of the human body.",https://www.futurelearn.com/courses/blood-the-human-blood-and-its-functions,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
MedTech: Digital Health and Wearable Technology,Discover digital health and learn how wearable technology is transforming healthcare with this online MedTech course.,https://www.futurelearn.com/courses/medtech-digital-health,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
MedTech: Exploring the Human Genome,Discover how advances in the field of genomics are transforming healthcare with this online genomics course. ,https://www.futurelearn.com/courses/medtech-exploring-the-human-genome,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
MedTech: Orthopaedic Implants and Regenerative Medicine,Explore regenerative medicine and learn how MedTech is revolutionising orthopaedics.,https://www.futurelearn.com/courses/medtech-orthopaedic-implants,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Smart Screening for Prostate Cancer,Learn about prostate cancer screening methods and how to discuss screening options with patients.,https://www.futurelearn.com/courses/smart-screening-for-prostate-cancer,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"Fibre, Fermentation & the Gut with BBC Good Food",Learn the importance of gut health and how to use more gut-friendly ingredients in your diet with tasty and nutritious recipes.,https://www.futurelearn.com/courses/fibre-fermentation-gut-health-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Finding the Body’s Balance: Understanding Homeostasis,Explore the role of homeostasis in maintaining life and investigate the factors that impact the body’s ability to sustain balance.,https://www.futurelearn.com/courses/finding-the-body-s-balance-understanding-homeostasis,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Healthy Vegan Cooking with BBC Good Food,Learn more about vegan diets as you discover how to cook and eat in a nutritionally balanced way while maintaining one.,https://www.futurelearn.com/courses/healthy-vegan-cooking-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Special Diets: Cooking for Allergies and Intolerances with BBC Good Food,"Approach dietary requirements with confidence as you learn to identify allergens and intolerances to create safe, delicious meals.",https://www.futurelearn.com/courses/special-diets-cooking-for-allergies-intolerances-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Sweet Tooth: Understanding Sugar and the Body with BBC Good Food,"Learn the difference between good and bad sugars, how to manage cravings, as well as tasty sugar-free and low-sugar recipes.",https://www.futurelearn.com/courses/understanding-sugar-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Academic Writing for Healthcare Students in Higher Education,Discover the academic writing fundamentals to help you achieve success in your healthcare-related undergraduate degree.,https://www.futurelearn.com/courses/academic-writing-for-healthcare-students-in-higher-education,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Social Care: Understanding Informal Care,"Learn about the importance of informal carers in the social care sector, including their role, rewards, challenges, and support.",https://www.futurelearn.com/courses/introduction-to-social-care-understanding-informal-care,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Social Care: What is Social Care?,Develop an understanding of social care and the role it plays in supporting the independence and wellbeing of those needing care.,https://www.futurelearn.com/courses/introduction-to-social-care-what-is-social-care,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Social Care: Working in Social Care,Develop essential skills needed for working in social care settings and examine whether a career in social care is right for you.,https://www.futurelearn.com/courses/introduction-to-social-care-working-in-social-care,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Transporting Children with Disabilities and Medical Conditions,"Learn from experts about research, standards, and practices to improve road safety for children travelling in motor vehicles.",https://www.futurelearn.com/courses/transporting-children-with-disabilities-and-medical-conditions,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Using Total Intravenous Anaesthesia (TIVA),Build the knowledge and confidence to safely incorporate TIVA into your everyday clinical practice.,https://www.futurelearn.com/courses/introduction-to-using-intravenous-anaesthesia-tiva,Data Science,Design and Product, Data Cleaning,4.7,3399,1176,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition Science: Lifestyle Medicine,Discover the preventative role of diet and nutrition for lifelong health and the relationship between mood and food. ,https://www.futurelearn.com/courses/nutrition-science-lifestyle-medicine,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Understanding the Impact of Stigma on Addiction Treatment,"Explore how to reduce stigma, a significant barrier to treating patients with addiction, to improve your quality of care.",https://www.futurelearn.com/courses/understanding-the-impact-of-stigma-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Key Principles of Palliative Care,Learn about the fundamentals of palliative care and implement your knowledge and skills to improve the lives of your patients.,https://www.futurelearn.com/courses/key-principles-of-palliative-care,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition Science: Food Choice and Behaviour,"Gain valuable insights into eating as a behaviour and the impacts this has on health, the environment, and the economy.",https://www.futurelearn.com/courses/nutrition-science-food-choice-and-behaviour,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Occupational Safety and Health Hazards,Learn how to identify different types of occupational health and safety hazards in the workplace to protect workers.,https://www.futurelearn.com/courses/occupational-safety-and-health-hazards,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK - ESPAÑOL),Explore ejercicios y estrategias para minimizar el dolor y mejorar la movilidad de los pacientes con artrosis de rodilla.,https://www.futurelearn.com/courses/peak-spanish,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Risk Assessment and Management,"Explore the risk assessment process, learn how to mitigate risk in the workplace, and understand the importance of OSH plans.",https://www.futurelearn.com/courses/occupational-health-hazards-risk-assessment-and-control-of-risks,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition Science: Obesity and Healthy Weight Loss,Delve into the lifestyle contributors and lived experience of obesity and how to healthily promote weight loss.,https://www.futurelearn.com/courses/nutrition-science-obesity-and-healthy-weight-loss,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Personal Trainer's Toolkit: Build an Outdoor Fitness Business,Learn how to operate a successful outdoor fitness training business as a health and fitness professional.,https://www.futurelearn.com/courses/outdoor-fitness-business-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"Personal Trainer's Toolkit: Building a Fitness Community, Client Retention for Trainers",Learn how a fitness community that plays together stays together.,https://www.futurelearn.com/courses/client-communities-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Personal Trainer's Toolkit: Client Onboarding and Fitness Testing,Set your personal training clients up for success and help them achieve their goals with an effective onboarding process. ,https://www.futurelearn.com/courses/client-orientation-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Personal Trainer's Toolkit: Providing Nutritional Advice to Your Clients,"Understand how to give effective nutritional advice to your fitness clients, and when this guidance goes beyond your remit. ",https://www.futurelearn.com/courses/nutritional-advice-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Personal Trainer's Toolkit: Workplace Health and Safety in a Fitness Setting,Look after your employees and environment by applying best practice occupation health and safety procedures for gyms and trainers.,https://www.futurelearn.com/courses/workplace-health-and-safety-in-a-fitness-setting-sc,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Reversing Diabetes: Fact or Fiction?,Can diabetes be reversed? Explore research on the success of weight loss treatments in reversing and preventing type 2 diabetes.,https://www.futurelearn.com/courses/reversing-diabetes-fact-or-fiction,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
IBS Management: The Low FODMAP Diet,"3,522 enrolled on this course",https://www.futurelearn.com/courses/ibs-dietary-non-dietary-management-and-the-low-fodmap-diet,Data Science,Design and Product, Data Cleaning,4.7,3399,1680,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Tackling Public Health Issues: Concepts and Evidence,"Expand your understanding of the main concepts, challenges, and themes surrounding public health promotion.",https://www.futurelearn.com/courses/tackling-public-health-issues-concepts-and-evidence,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Urban Mobility for Liveability,Discover how transforming city built environments and mobility access can lead to healthier cities and communities.,https://www.futurelearn.com/courses/urban-mobility-for-liveability,Data Science,Design and Product, Data Cleaning,4.7,3399,840,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"From Swab to Server: Testing, Sequencing, and Sharing During a Pandemic","2,654 enrolled on this course",https://www.futurelearn.com/courses/from-swab-to-server-testing-sequencing-sharing-during-a-pandemic,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Physiology: The Science of Life,"Explore human physiology, how key physiological systems work, and the ways to analyse their function in action.",https://www.futurelearn.com/courses/physiology,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
